|sequence|error|arcom_id|animaux|Paysage|ruralité|Danse|Saga|Mascotte|Famille|Recette|bonne humeur|enfants|parents|interpellation
312|Lors de la dernière Coupe du Monde de la Fifa, un jeune homme avait promis de se raser la tête si les Bleus remportaient la victoire, ne croyant pas en celle-ci. Aujourd'hui, l'homme arbore sa nouvelle coupe, à la plus grande surprise de ses proches qui, eux, ont tous une longue chevelure. Une voix off demande alors qu'elle sera notre promesse de cette année lors de cette nouvelle Coupe du Monde 2022.|False|48474|0.0004793725092895329|0.0021532282698899508|0.001522736274637282|0.004477568902075291|0.002118150470778346|0.002586059970781207|0.0023947935551404953|0.0017421675147488713|0.0038785142824053764|0.0013279119739308953|0.0016049855621531606|0.0019799876026809216
313|Alors qu'une voix off présente les Cafés Rafraîchissants de CAFE ROYAL, une explosion de café au ralenti est présentée.|False|5564|0.00019066549430135638|0.0008882632246240973|0.003435241524130106|0.003857971867546439|0.0014023216208443046|0.0011744535295292735|0.0020554799120873213|0.04366326332092285|0.02412586286664009|0.0005308105028234422|0.0008866488351486623|0.0001817394222598523
314|La fraise OASIS voyant sur son écran une famille qui s'ennuie, elle décide de leur envoyer du fun. Elle commence le compte à rebours mais la mangue est en retard et arrive au moment où l'adolescente ouvre le frigo et tombe nez à nez avec elle. Quand elle raconte la scène à ses parents, ils ne la croient évidemment pas.|False|32970|0.05269375070929527|0.0013168188743293285|0.004000997170805931|0.015589101240038872|0.005229269620031118|0.013023958541452885|0.41326722502708435|0.01229541189968586|0.7802719473838806|0.29674091935157776|0.04586787149310112|0.008054178208112717
315|"Un homme préhistorique tente désespérément de faire du feu avec deux pauvres branches. Mais à force de les frotter l'une contre l'autre, elles finissent par casser. De nos jours, un homme se prélasse devant sa cheminée à l'éthanol qu'il déclenche facilement à l'aide d'une télécommande. Gros plan sur une canette d'ORANGINA qui se ""modifie"" pour devenir plus grande, fine et belle."|False|6088|0.01445288397371769|0.009028577245771885|0.005928896367549896|0.0033460238482803106|0.0040825423784554005|0.00126948906108737|0.002144025405868888|0.0029868590645492077|0.0032717545982450247|0.0006732692709192634|0.0008198498981073499|0.0004924212116748095
316|Sur un fond JAUNE, un citron jaune et un citron vert  s'émoustillent dans une eau pétillante pour former la boisson BULLES DE FRUITS de BADOIT.|False|26387|0.0006708077853545547|0.0060273585841059685|0.004503645934164524|0.0012841401621699333|0.0016326074255630374|0.0003509109665174037|0.001281875534914434|0.0685969814658165|0.0012303015682846308|0.00024163413036148995|0.0003858003474306315|9.223381493939087e-05
317|Dans une arène, deux gladiateurs s'affrontent devant une foule en délire. Alors que l'un a pris l'ascendant sur l'autre, c'est à Néron de prendre la décision du coup fatal. Alors que son pouce commence à descendre, le gladiateur sur le point de mourir fait semblant d'avaler les gorgées d'une boisson. Néron, étonné, pose son regard sur un ORANGINA qui lui donne envie. Il boit alors ladite boisson, tout comme le reste de la foule. L'arène mortuaire devient alors un lieu festif où les vannes s'ouvrent et remplissent l'arène d'eau. César, désormais en slip, plonge dans la piscine temporaire accompagné d'autres Romains.|False|14586|0.00025460144388489425|0.0009915006812661886|0.0001920182112371549|0.0008189638610929251|0.000824730028398335|0.00021612389537040144|0.00046191911678761244|0.0006144074141047895|0.0007144129485823214|0.00013416340516414493|0.00026194198289886117|0.00016889037215150893
318|Devant leur grand-père, des soeurs jumelles lui demandent de choisir laquelle des deux est sa préférée. Interloquée, l'homme finit par leur répondre que sa préférée n'est autre que l'eau CRISTALINE.|False|38648|0.000505496805999428|0.0019527091644704342|0.0021936746779829264|0.0029001019429415464|0.0025309589691460133|0.0006407351465895772|0.020593365654349327|0.005360973067581654|0.0007168894517235458|0.009288930334150791|0.0030116159468889236|0.004301637876778841
319|Sous forme de dessin animé, un loup déguisé en mouton croit avoir trompé son auditoire (des moutons) à qui il vient de faire un discours. Dans les coulisses, il se vante de son subterfuge auprès d'un autre loup qui finalement n'en est pas un puisqu'il s'agit d'un mouton.|False|23499|0.03624056279659271|0.0026068848092108965|0.001150626689195633|0.003431058721616864|0.0037975499872118235|0.00239426433108747|0.0025118733756244183|0.0014404853573068976|0.000588328461162746|0.0010111567098647356|0.00119397125672549|0.0016451248666271567
320|Au petit-déjeuner, une fillette se moque des notes de son grand-frère, elle lui fait remarquer que Joko a eu un B à son Nutri-score et qu'il devrait prendre exemple sur lui.|False|40987|0.00216842582449317|0.0004725065955426544|0.000738586881197989|0.001238814671523869|0.0009748344891704619|0.001578942988999188|0.0029759081080555916|0.0009214054443873465|0.001753695891238749|0.0068983035162091255|0.0016700229607522488|0.0005615930422209203
321|Une femme boit de l'eau COURMAYEUR, elle se sent légère, elle court et saute, suivie par de l'eau.|False|16970|0.00036480824928730726|0.0018384801223874092|0.0019621821120381355|0.004951902199536562|0.0027351591270416975|0.0014639290748164058|0.0016220459947362542|0.004629109520465136|0.013072805479168892|0.0003498590085655451|0.0007081332732923329|0.0012198258191347122
322|Une voix off énumère les ingrédients principaux de la boisson FUZE TEA qui ont été fusionnés afin d'avoir ce goût unique. Des plans sur cesdits ingrédients accompagnent la voix off, à savoir : le thé noir, la pêche et la fleur d'hibiscus.|False|48842|6.105339707573876e-05|0.0004328556533437222|0.011761839501559734|0.0004767278442159295|0.005589321721345186|0.00015526828065048903|0.0006103407358750701|0.5831304788589478|0.00017330692207906395|7.756062404951081e-05|0.00011485881259432063|8.234770939452574e-05
323|"En plein cours de Yoga, une femme se désaltère avec de la CONTREX GREEN. Son voisin lui demande ce que c'est et goûte à a boisson. Puis ils passent la bouteille à d'autres. Ils se parlent en chuchotant pour ne pas déranger le cours et font une sorte de ""téléphone arabe"".  Le nom de la fameuse boisson se voit alors fort déformé."|False|32882|0.012311548925936222|0.02596054971218109|0.017788592725992203|0.08517536520957947|0.015287746675312519|0.012680829502642155|0.06100914627313614|0.09947491437196732|0.23552130162715912|0.0033993590623140335|0.03203758969902992|0.01559603214263916
324|Photos polaroïd où des supporters de football font la ola.|False|1483|0.0013096733018755913|0.003641275456175208|0.00039617455331608653|0.0008455966017208993|0.0011459601810202003|0.0011433657491579652|0.0004658602993004024|0.0002847039431799203|0.0022136943880468607|0.0004537887289188802|0.000338820245815441|0.0006207418628036976
325|Des jeunes s'amusent sous un soleil d'été en buvant des ICE TEA PECHE.|False|32227|0.0001902223302749917|0.02839588187634945|0.006213725078850985|0.005072467029094696|0.0024858133401721716|0.0025021883193403482|0.0010499856434762478|0.00782215315848589|0.06690472364425659|0.07583803683519363|0.0002961315622087568|6.87148203724064e-05
326|Une jeune femme bronze sur un énorme coussin gonflable sur l'eau. Soudain plusieurs hommes sautent sur ce même coussin, et font voler la jeune femme, qui finit son vol dans la mer.|False|6764|0.0014698361046612263|0.0018738380167633295|0.000877206854056567|0.003397115273401141|0.0026421283837407827|0.0021640027407556772|0.0012167535023763776|0.0005838830838911235|0.0015519815497100353|0.000479943206300959|0.0005497706006281078|0.0011366737307980657
327|A son bureau, une jeune femme pique du nez lorsqu'elle est soudainement réveillée par la sonnerie de son téléphone. Gênée, elle s'empresse d'essuyer le filet de bave sur sa joue. Gros plan sur les bienfaits de la boisson TROPICANA ESSENTIELS VITALITE.|False|23044|4.5957014663144946e-05|8.105563028948382e-05|7.198430103017017e-05|0.0010689743794500828|0.0018696916522458196|0.00013937322364654392|0.00014414229372050613|0.005237293429672718|0.12823638319969177|6.311907054623589e-05|0.00018162094056606293|0.0024412015918642282
328|Des salariés de MICHEL & AUGUSTIN ventent le goût de la citronnade qu'ils ont fabriquée.|False|1991|0.0003831944486591965|0.0008749663247726858|0.001839298172853887|0.0026188914198428392|0.0026880076620727777|0.0012711127055808902|0.002685145940631628|0.02934195101261139|0.010483281686902046|0.0006277055363170803|0.0009435770334675908|0.0004019976477138698
329|Une femme boit de l'eau COURMAYEUR.|False|16966|7.804807682987303e-05|0.002802581526339054|0.003321736352518201|0.004697577562183142|0.0056747691705822945|0.001379402936436236|0.0032754798885434866|0.009209529496729374|0.0028348073828965425|0.000318600534228608|0.0028133823070675135|0.003212721087038517
330|Un super héros CAPRI-SUN nous présente le nouveau sirop CAPRI-SUN multivitaminé qui transforme l'eau en un CAPRI-SUN frais et vitaminé.|False|45344|0.01676424965262413|0.0017299230676144361|0.0008850492304190993|0.00901181623339653|0.005955756176263094|0.008433189243078232|0.0013076385948807001|0.09457650035619736|0.04761502146720886|0.06454450637102127|0.0012828863691538572|0.0010195198701694608
331|Gros plan sur une brique de smoothie INNOCENT qui est entouré d'un tas de fruits, elle tourne sur elle-même tel un mixeur.|False|65|0.0003227111301384866|0.005178531166166067|0.000713554909452796|0.0014863541582599282|0.0005902271368540823|0.0007893126457929611|0.0005609335494227707|0.004071210511028767|0.001042787916958332|0.0005144539754837751|0.00024947620113380253|0.00011384853132767603
332|Des enfants dégustent leur CAPRI SUN que leur maman a pris soin de mettre dans leur goûter.|False|815|0.033997975289821625|0.0009737910004332662|0.0019706597086042166|0.004396876320242882|0.003825048916041851|0.001646714168600738|0.024154307320713997|0.024267351254820824|0.003434291109442711|0.4272594749927521|0.017249150201678276|8.93162505235523e-05
333|"Dans un restaurant, un mafieux déguste un SCHWEPPES quand il se fait arrêter par la police, une jeune femme déambule en roller au milieu d'un tournoi d'achat en buvant un SCHWEPPES, en cuisine, la cheffe boit également la boisson. Tous entonnent un ""I like it lit that"" après avoir bu, nouvelle signature de la marque et bande son."|False|38691|8.151512884069234e-05|0.0005111370701342821|0.0012006289325654507|0.0408104844391346|0.0057281795889139175|0.001413850230164826|0.002578228944912553|0.008098696358501911|0.07352542132139206|0.00012122914631618187|0.000654150266200304|0.4050102233886719
334|Une jeune femme, Laura, s'apprête à engloutir une part de gâteau lorsque son téléphone se met à sonner. Au bout du fil, se présente son estomac qui lui conseille de boire ST-YORRE. La jeune femme s'exécute, son estomac l'en remercie.|False|15411|0.00010995502088917419|0.0016319280257448554|0.006689117755740881|0.012405789457261562|0.009914929047226906|0.0020956802181899548|0.01762888953089714|0.17662476003170013|0.06330398470163345|0.000974901660811156|0.0032517409417778254|0.00016166106797754765
335|Maintenant que les jeunes adolescents ont pris le pouvoir du marketing, ils font tourner un spot publicitaire à un senior du service. Avec le langage et des tenues de jeunes, le quinquagénaire s'adresse aux adolescents et les invite à participer à cette nouvelle campagne de publicité.|False|15777|0.00017268265946768224|0.0005779927014373243|0.0005746310343965888|0.003565437626093626|0.0022200962994247675|0.0015053624520078301|0.0027886389289051294|0.0011922153644263744|0.0010371435200795531|0.010834046639502048|0.0016441779443994164|0.0011296651791781187
336|M.Hadley incarné par Nicolas Coster, résident d'une maison de retraite, savoure son premier COCA-COLA ZERO SUCRES. Le sémillant senior prend soudain conscience qu'il est passé à côté de nombreuses choses, et décide de réaliser toutes ses envies pour vivre sans limites.|False|24601|7.421344344038516e-05|0.0003201213839929551|0.000845187867525965|0.005055711604654789|0.0032750084064900875|0.0001611414918443188|0.00034994480665773153|0.006446588784456253|0.014600791968405247|5.4179075959837064e-05|0.0003539700119290501|7.312367233680561e-05
337|La fille de Pierre Martinet boit un Green Tea Cranberry avec une copine qui s'étonne de son goût. Son père intervient alors pour donner les ingrédients qui composent la boisson.|False|1739|6.340602703858167e-05|0.0001710564101813361|0.002300731837749481|0.0038365235086530447|0.003362335730344057|0.0010032376740127802|0.034068964421749115|0.32072022557258606|0.005619623698294163|0.12109358608722687|0.06977251172065735|8.690862159710377e-05
338|Sur une plage, dézoom sur une bande de copains figés en train de déguster un SCHWEPPES VIRGIN MOJITO. Toujours en dézoomant, la caméra passe à travers un verre de SCHWEPPES, puis dans un mouvement de rotation et de travelling toujours arrière, nous découvrons une suite de personnages festifs et colorés qui ne sont autre que les héros d'un tableau représentant une réalité à un moment T.|False|11567|0.002858593827113509|0.0421469584107399|0.0027114031836390495|0.008408297784626484|0.004865678027272224|0.003632795764133334|0.0030920899007469416|0.006427517626434565|0.04805779457092285|0.0007244459702633321|0.0001785023632692173|7.498675404349342e-05
339|Deux poissons-pêcheurs s'ennuient ferme quand une bande de joyeux lurons composée de plusieurs espèces marines passent au-dessus d'eux en faisant la fête RED BULL dans les nageoires.|False|30356|0.8970139622688293|0.14768721163272858|0.32811278104782104|0.02046978659927845|0.00875488668680191|0.008033940568566322|0.0004702936566900462|0.0003762048436328769|0.5909690856933594|0.005382858216762543|0.00036250209086574614|0.00020968833996448666
340|En film d'animation, l'orange et la mangue traversent la jungle à bord d'une voiture quand l'orange flashe sur une framboise via un réseau social. Divers fruits se retrouvent dans une rivière aux pieds d'une cascade dans laquelle ils s'amusent à glisser avec leur trottinette et skateboards. En off, une voix présente le nouvel OASIS Pomme Cassis Framboise.|False|45283|0.9727838635444641|0.010994388721883297|0.00543337594717741|0.009717521257698536|0.0023835143074393272|0.013327701948583126|0.005110942292958498|0.04355965927243233|0.3438977897167206|0.02642867900431156|0.0008516652160324156|5.795313700218685e-05
341|Sur un ring installé en pleine rue se joue un match de catcheurs, suivi par des spectateurs.|False|31073|0.00014792763977311552|0.0034208111464977264|0.001262993784621358|0.010314987041056156|0.002791994484141469|0.0007841382757760584|0.0015518021536991|0.0007102351519279182|0.0004723911115434021|0.0005930880433879793|0.000714356079697609|0.0008602711604908109
342|Des jeunes s'amusent sous un soleil d'été en buvant des ICE TEA PECHE.|False|32228|0.0001902223302749917|0.02839588187634945|0.006213725078850985|0.005072467029094696|0.0024858133401721716|0.0025021883193403482|0.0010499856434762478|0.00782215315848589|0.06690472364425659|0.07583803683519363|0.0002961315622087568|6.87148203724064e-05
343|"Sur un ring installé en pleine rue se joue un match de catcheurs, suivi par des spectateurs. Lors de la mi-temps le participant perdant, se voit donner des conseils défensifs par son entraîneur et se rafraîchit avec un ORANGINA. La cloche ayant sonné, il se rue sur le ring et saisit son adversaire pour... un porté, clin d'oeil au du film ""Dirty Dancing"". Le combat devient alors une comédie musicale."|False|25702|0.017402101308107376|0.004917087499052286|0.006283172871917486|0.020595142617821693|0.004571632016450167|0.002981526544317603|0.007118326146155596|0.0027541497256606817|0.03214918449521065|0.002671207766979933|0.0013571728486567736|0.016808677464723587
344|Des jeunes de la génération Z vivent leur vie et profitent de leur liberté pour être eux-mêmes.|False|36990|0.0002343331289011985|0.002259116852656007|0.0015155001310631633|0.010382834821939468|0.0058305999264121056|0.0014699335442855954|0.0006402913713827729|0.0010777446441352367|0.008407899178564548|0.013916446827352047|0.0003383681469131261|0.0003661613445729017
345|Des enfants dégustent leur CAPRI SUN que leur maman a pris soin de mettre dans leur goûter.|False|6060|0.033997975289821625|0.0009737910004332662|0.0019706597086042166|0.004396876320242882|0.003825048916041851|0.001646714168600738|0.024154307320713997|0.024267351254820824|0.003434291109442711|0.4272594749927521|0.017249150201678276|8.93162505235523e-05
346|Des jumelles accourent vers leur grand-père en train de jardiner dans sa serre et lui font remarquer que la nouvelle CRISTALINE a des bulles. L'ancien leur présente le produit équipé d'un bouchon solidaire.|False|37268|0.004169505555182695|0.010556614026427269|0.4787329435348511|0.02533547580242157|0.007825671695172787|0.0003388187615200877|0.041850704699754715|0.006197620183229446|0.010375861078500748|0.37958866357803345|0.0045666745863854885|0.001946405041962862
347|"Au supermarché, un homme est interpellé par une tête de gondole VITTEL qui lance une grande opération "" Time to Move "" permettant de bénéficier, par exemple, des services d'une femme de ménage, pour l'aider à bouger ... L'homme méprend l'énoncé, pensant que cette dernière sera là pour le coacher contre vents et marrées. Il l'imagine donc le mener à la baguette, tambour battant, dans diverses disciplines sportives et entraînement quasi-militaires. Il n'en est bien entendu rien, sa compagne le fait redescendre sur terre en lui expliquant qu'il s'agit simplement d'une aide à domicile lui permettant d'avoir du temps pour lui et ainsi se remettre en forme."|False|10881|0.0004003770591225475|0.00025659005041234195|0.0006991908885538578|0.02811933122575283|0.0037836905103176832|0.0002494195941835642|0.007786638103425503|0.000232458405662328|0.033657655119895935|0.00033554487163200974|0.0011534031946212053|0.950664758682251
348|Après le confinement, dans une colocation, des amis profitent du beau temps. Ils jouent et s'amusent tout en dégustant du LIPTON ICE TEA. Un habillage spécial indique que cette publicité est solidaire et les fonds récoltés permetteront de soutenir des projets étudiants à impact positif accompagnés par Enactus France.|False|38455|5.6797911383910105e-05|7.516046025557443e-05|5.979952766210772e-05|0.01140592247247696|0.0003180275671184063|0.00017307259258814156|0.0004552226164378226|0.0014727748930454254|0.7973616123199463|0.0010692781070247293|6.290101737249643e-05|4.383610576041974e-05
349|De nos jours, une femme chipe la bouteille de BADOIT à un homme en train de faire la sieste. Une joyeuse course poursuite s'instaure alors entre les deux, à l'intérieur d'un labyrinthe végétal. Au détour de virages, leurs costumes changent d'époque jusqu'à remonter à 1778, année de création de la BADOIT. Finalement, l'homme habillé en marquis rattrape la jeune femme et la bouteille de BADOIT qu'ils boivent allègrement.|False|11948|0.00030548154609277844|0.0030432860367000103|0.10989966243505478|0.06977120041847229|0.009097618982195854|0.0002179300645366311|0.023485979065299034|0.006479787640273571|0.5458143353462219|0.0005177099956199527|0.001647110329940915|0.011390361934900284
350|Des amis se retrouvent pour un pique-nique et partage un moment LIPTON ICE TEA.|False|25259|0.00015308294678106904|0.003769197268411517|0.050173770636320114|0.027432365342974663|0.006170411594212055|0.0021676805336028337|0.05185255408287048|0.014171389862895012|0.6984885334968567|0.00013529844000004232|0.0006712514441460371|8.204299956560135e-05
351|Trois copines se prélassent dans une piscine. Elles observent au loin un homme qui leur prépare des boissons à base de PULCO. Tout en admirant le jeune homme, chacune d'entre elles fait part de ce qu'elle aimerait comme boisson mais leurs propos suscitent malgré tout un léger quiproquo.|False|26026|0.0021508950740098953|0.012018159963190556|0.023297129198908806|0.024919498711824417|0.02551376260817051|0.006917181424796581|0.012560499832034111|0.04803508520126343|0.025686055421829224|0.0714990422129631|0.0013042772188782692|0.00033426732989028096
352|Après le confinement, dans une colocation, des amis profitent du beau temps. Ils jouent et s'amusent tout en dégustant du LIPTON ICE TEA.|False|43721|0.000337330304319039|0.0035937936045229435|0.0006774574285373092|0.010587118566036224|0.001150778727605939|0.000993488123640418|0.012686130590736866|0.012524452991783619|0.9136171936988831|0.01255938969552517|0.00019557008636184037|5.601879456662573e-05
353|Une femme arrive en vélo. Une autre fait son marché, elle choisit des aubergines et sent les fruits sur un étal primeur et une troisième se sert un verre de COURMAYEUR. Elles se retrouvent toutes les 3, chacune une bouteille d'eau à la main.|False|47658|0.0005838599754497409|0.20345333218574524|0.4749678075313568|0.16277123987674713|0.09415000677108765|0.07375112920999527|0.27363091707229614|0.23152144253253937|0.18122251331806183|0.0018203393556177616|0.09411261975765228|9.494612459093332e-05
354|Sous forme de dessin animé, dans un froid hivernal, un jeune homme prend un LIPTON dans un distributeur. Quand 2 bouteilles de LIPTON se touchent, le temps glacial laisse place à un beau soleil.|False|49633|0.0012086671777069569|0.005077779293060303|0.0012084556510671973|0.0029137181118130684|0.005461965221911669|0.001137642189860344|0.0005833666655234993|0.0010832640109583735|0.012022130191326141|0.00026901887031272054|0.00026277214055880904|7.519906648667529e-05
355|Un verre estampillé OCEAN SPRAY se remplit de jus de cranberry dont on aperçoit le champ en arrière-plan. Les fruits s'associent pour former une guirlande puis un coeur.|False|1627|0.0004115038027521223|0.007342951372265816|0.05583564564585686|0.003354780375957489|0.0003038163122255355|0.000586498121265322|0.0020865346305072308|0.06408026814460754|0.0005703061469830573|0.0001544467086205259|0.0006133129354566336|0.00011590995563892648
356|Un homme en costume d'un certain âge boit une gorgée de VOLVIC. Concentré, il se prépare pour une journée particulière. Commencent alors deux monologues qui se croisent, l'un venant de l'homme qui nous fait part de son appréhension du regard des autres, l'autre du volcan ancestral dont est issue l'eau. Les images alternent de l'un à l'autre jusqu'à se fusionner, le volcan donnant suffisamment de courage à l'homme pour s'installer sereinement dans l'amphithéâtre d'une université.|False|26797|0.00013161620881874114|0.002832143334671855|0.0010947317350655794|0.0037696375511586666|0.003968179225921631|0.00026909905136562884|0.0028299582190811634|0.001244555925950408|0.0006472677341662347|0.00011195960541954264|0.0009702948736958206|0.00027280653011985123
357|Dessin animé au trait, réhaussé de couleurs, montrant une baleine qui, après avoir bu du RED BULL, se retourne et surfe la surface de l'océan grâce au puissant jet d'eau qu'elle expulse de son évent.|False|42726|0.9829328060150146|0.003499998478218913|9.289446461480111e-05|0.0009302598191425204|0.00430120388045907|0.03710745647549629|6.07106885581743e-05|0.0010894560255110264|0.033073972910642624|0.00013543643581215292|6.166059756651521e-05|5.515703378478065e-05
358|Une femme se verse un verre de JOKER. Elle imagine un monde fantastique, une fête foraine avec des oranges géantes et des Jokers qui s'amusent avec dans des auto-presseuses.|False|2422|0.020975904539227486|0.005710451398044825|0.08464314788579941|0.008793169632554054|0.0007152297184802592|0.012185313738882542|0.0036670358385890722|0.04803583398461342|0.6267896294593811|0.015419231727719307|0.00038106535794213414|6.224503158591688e-05
359|La nuit de Noël, alors que le Père Noël s'active aux derniers préparatifs avant de monter à bord de son traineau pour effectuer sa tournée de cadeaux, une voix off commente de façon décallée le film invitant le spectateur à ne pas se fier aux apparences, s'interroger et plus se focaliser sur les côtés positifs que négatifs dans la vie comme de regarder ce qui rapproche au lieu de se focaliser sur ce qui sépare. Arrivé dans une famille après bien des efforts, le Père Noël est heureux de trouver une bouteille de COCA-COLA pour se rafraichir. Mais le Père Noël doit partir car chien de la famille aboie et réveille la maisonnée. Tous se retrouvent au salon et partagent un moment de joie dans l'atmosphère magique de Noël.|False|29621|0.0034695740323513746|0.002629135735332966|0.0019460251787677407|0.001999983564019203|0.000605106761213392|0.00042984052561223507|0.006209477316588163|0.0012107014190405607|0.01567779667675495|0.002683252329006791|0.0019314991077408195|0.0001994969352381304
360|Sur un ring installé en pleine rue se joue un match de catcheurs, suivi par des spectateurs. Une pause Orangina générera des comportements inattendus.|False|27524|0.0003518303274177015|0.003984591457992792|0.0020579698029905558|0.008540891110897064|0.0030054044909775257|0.0004163652774877846|0.0009004206513054669|0.0011731088161468506|0.008214046247303486|0.0005888986052013934|0.0006239733193069696|0.0005343086668290198
361|Une femme se fait surprendre par un citronnier que son voisin à tronçonné pour trouver un prétexte pour trinquer avec elle une TOURTEL TWIST.|False|33106|0.002805121708661318|0.0025342360604554415|0.014675705693662167|0.005318267736583948|0.0038333781994879246|0.002135025104507804|0.004249458201229572|0.06030198559165001|0.007457647938281298|0.0011703294003382325|0.0013903321232646704|0.0023970843758434057
362|"Au siège social de FANTA, un jeune a inventé la bouteille qui se ""twiste"" jusqu'à la dernière goutte."|False|16392|0.0002782781084533781|0.000678851967677474|0.0002770126739051193|0.002410037210211158|0.0018975365674123168|0.0008907880401238799|0.0009361521224491298|0.005029766820371151|0.003332500346004963|0.0020708281081169844|0.00047517704661004245|0.00023353098367806524
363|Lors d'une randonnée, le téléphone de Patrick sonne. Au bout du fil, son corps lui rappelle qu'il est déshydraté et que son propriétaire doit agir avant qu'il ne se sente mal. Il boit alors ST-YORRE pour réhydrater son corps.|False|16815|0.0011513984063640237|0.0015993976267054677|0.006264450494199991|0.0028575712349265814|0.0024126600474119186|0.001639318186789751|0.0034964734222739935|0.005082488525658846|0.001150919240899384|0.001434166799299419|0.0016271175118163228|0.0010223794961348176
364|Dans un décor au design très pop'art qui n'est pas sans rappeler les œuvres de l'Américain Roy Lichtenstein, depuis des tableaux accrochés aux murs, des personnages fictifs dialoguent sur un ton absurde et humoristique pour mettre en valeur les bouteilles Perrier Fines Bulles posées sur une table, et qui n'attendent plus que les convives.|False|4832|0.00031035588472150266|0.02705851010978222|0.000754188746213913|0.03317784518003464|0.001194707932882011|0.0028309673070907593|0.005485873203724623|0.005063846707344055|0.449232816696167|0.00031805309117771685|0.000606041809078306|0.0003289960732217878
365|"Dans un sous-marin avec des airs de comédie musicale, il est l'heure pour les marins de prendre l'apéritif. En dansant, ils s'attèlent tous à préparer gaiement une terrasse improvisée sur l'air de la chanson ""I like it like that"" afin de partager un verre de SCHWEPPES au milieu de l'océan."|False|45850|0.0014431662857532501|0.006285118870437145|0.0040899477899074554|0.08575264364480972|0.008953608572483063|0.004480232950299978|0.006388850975781679|0.004244266543537378|0.3319218158721924|0.0019487541867420077|0.0014006049605086446|0.00013048718392383307
366|Alors qu'il s'apprête à prendre son petit-déjeuner tout seul, un jeune homme monte dans l'ascenseur de son immeuble et en ressort sur le toit avec tous ses voisins qui préparent la table pour un moment de convivialité et de partage.|False|20609|0.00018502392049413174|0.0016644184943288565|0.00036392733454704285|0.0022357485722750425|0.0007293465314432979|0.0005327669205144048|0.017469733953475952|0.002003040164709091|0.01364860963076353|0.00022950979473534971|0.0012515165144577622|7.721783185843378e-05
367|La mascotte JOKER, petit lutin rouge équipé de grelots, entame une samba endiablée lors du petit-déjeuner d'une famille. Il tient dans ses mains un jus d'orange JOKER qu'il agite au rythme de la musique. Agacée, la mère de famille finit par demander à son mari de mettre fin à toute cette agitation. Mais la mascotte s'empare d'une boîte métallique contenant des céréales et l'agite à tout va laissant ainsi s'échapper le contenu dans toute la cuisine, sous les yeux décontenancés de toute la famille.|False|5575|0.7483202815055847|0.0012546124635264277|0.006370170041918755|0.024119678884744644|0.0021759190130978823|0.23099063336849213|0.3388139009475708|0.00511676212772727|0.09226225316524506|0.10960366576910019|0.007728443015366793|0.0001471053546993062
368|"En film d'animation, le chevalier ""Orange"" annonce à son armée le début d'une nouvelle ère. Tous les fruits attendent le début de l'assaut. En plan de fin, un jeune homme boit de l'OASIS TROPICAL à la bouteille."|False|43893|0.0419805571436882|0.0010225864825770259|0.0016819562297314405|0.0011886641150340438|0.0033622956834733486|0.0002060912811430171|0.0005245364154689014|0.0008242751355282962|0.0024472118820995092|0.0012459415011107922|0.0002568761119619012|0.00014585713506676257
369|Un homme boit du FUZE TEA. Gros plan sur les ingrédients qui composent la boisson.|False|34147|4.6709596063010395e-05|0.0001822883787099272|0.0005615270347334445|0.0006627397378906608|0.002112041227519512|0.00018640144844539464|0.0001590521278558299|0.10288179665803909|0.00013768718054052442|5.592591696768068e-05|0.00015422477736137807|0.00012810807675123215
370|Des jeunes de la génération Z vivent leur vie et profitent de leur liberté pour être eux-mêmes.|False|36965|0.0002343331289011985|0.002259116852656007|0.0015155001310631633|0.010382834821939468|0.0058305999264121056|0.0014699335442855954|0.0006402913713827729|0.0010777446441352367|0.008407899178564548|0.013916446827352047|0.0003383681469131261|0.0003661613445729017
371|Lors d'un dîner quelque peu tendu, un jeune se retrouve face à un beau-père visiblement peu commode. Il libère alors le volcan qui est en lui grâce à VOLVIC JUICY et embrasse sa petite-amie sans vergogne.|False|17054|0.000881544838193804|0.0004935936885885894|0.001263502286747098|0.003192485775798559|0.001150196185335517|0.00045403128024190664|0.02170899696648121|0.0013673125067725778|0.0037356046959757805|0.003422386944293976|0.027640951797366142|0.0008922269917093217
372|Devant son grand-père, une petite fille se lance dans une explication très précise de ce qu'est un petit bouchon, bouteille de CRISTALINE en main.|False|25601|0.0006717306096106768|0.0006277976208366454|0.0020830417051911354|0.0012525304919108748|0.001189119415357709|0.0006426874897442758|0.007027704734355211|0.01658240705728531|0.0009073063265532255|0.02606513723731041|0.001459879451431334|0.00042938225669786334
373|Une maman et sa petite fille se promènent en ville et tombent sur une sorte de mobile-fontaine zen dans laquelle des gouttes d'eau tombent..|False|22428|0.0012164250947535038|0.02250257506966591|0.0010787836508825421|0.009293598122894764|0.006457536946982145|0.005180960521101952|0.01566886343061924|0.00342201953753829|0.005668633617460728|0.012440850026905537|0.011012500151991844|8.534736116416752e-05
