|sequence|error|arcom_id|Recette|animaux|ruralité|bonne humeur|Famille|enfants|Danse|Saga|Mascotte|Paysage|parents|interpellation
2416|"A l'occasion des 60 ans de l'existence du CAPRICE DES DIEUX, la marque ressort d'anciennes publicités. Ici, dans un téléphérique rempli de skieurs, une femme propose un ""petit CAPRICE"" à un jeune homme. Celui-ci, étonné, accepte avec joie, ouvre la trappe de la cabine afin d'évacuer le groupe de skieurs qui se retrouve coincé dans la neige jusqu'aux genoux. Enfin seuls, ils peuvent désormais s'adonner aux joies du CAPRICE DES DIEUX."|False|13273|0.00022111258294899017|0.7071751356124878|0.0036953380331397057|0.8015173077583313|0.00143939140252769|0.01069582998752594|0.004288536496460438|0.00017039322119671851|0.00025779521092772484|0.0017536275554448366|0.0009009710047394037|6.26500986982137e-05
2417|Du haut d'un paquet de céréales CINI MINIS , une céréale effectue un plongeon dans un bol de lait dans lequel se trouvent d'autres céréales CINI MINIS. Le plongeon a pour effet d'éjecter dans les airs toutes les céréales qui retombent aussitôt dans le bol où les attend la bouche grande ouverte leur consoeur.|False|3445|0.011710921302437782|0.17325353622436523|0.02366889826953411|0.007964828051626682|0.017416246235370636|0.0021345620043575764|0.038635313510894775|0.009113311767578125|0.0015689311549067497|0.011016150005161762|0.003943544812500477|0.0044759586453437805
2418|Un homme propose à une femme assise dans la jungle un peu de fraîcheur. Ils dégustent ensemble un morceau de CAPRICE DES ANGES.|False|16619|0.015583112835884094|0.125008225440979|0.008690375834703445|0.006861124653369188|0.0018955261912196875|0.00041106465505436063|0.005042006727308035|0.006242813542485237|0.0008119845297187567|0.010792369022965431|0.0007139682420529425|0.00020052703621331602
2419|Dans un square, un papa raconte à son fils l'histoire magique du gâteau MILKA qu'ils s'apprêtent à manger.|False|685|0.0297386571764946|0.001422122702933848|0.01385089848190546|0.05030006915330887|0.1722547709941864|0.5159834623336792|0.017055053263902664|0.0030182802584022284|0.0323181077837944|0.005551359616219997|0.17341943085193634|7.454037404386327e-05
2420|Alors qu'un adolescent rentre chez lui en claquant la porte pour aller s'enfermer dans sa chambre, son petit frère a l'idée de lui faire un tour de magie avec la boîte de biscuits MILKA pour lui redonner le sourire.|False|30852|0.014088694006204605|0.0017211142694577575|0.0033295457251369953|0.44006770849227905|0.1310013383626938|0.7679694294929504|0.014243514277040958|0.002703025471419096|0.015597574412822723|0.0005840620142407715|0.011997268535196781|0.0009048006613738835
2421|Pour Halloween, des bonbons LUTTI déguisés en monstres, vampires et autres citrouilles s'amusent à parler en faisant des jeux de mots.|False|34709|0.015302866697311401|0.13121017813682556|0.00025591347366571426|0.7202786803245544|0.0008892492041923106|0.7341214418411255|0.01961766555905342|0.00026945164427161217|0.027526818215847015|0.0024454437661916018|0.00024106082855723798|0.0003137974126730114
2422|Quotidiens d'enfants sur fond sonore d'un slam les enjoignant à se surpasser, à s'assumer et à s'entraider quelles que soient les situations.|False|20908|0.0005111120990477502|0.0001776948047336191|0.00045619846787303686|0.0016761107835918665|0.0028031698893755674|0.03568870574235916|0.0015776907093822956|0.0010163465049117804|0.0005284877843223512|0.00027872115606442094|0.0012324904091656208|0.0002384427934885025
2423|En plein milieu d'un champ, un espagnol somme les cigales de se taire pour qu'un couple installé à une table puisse déguster religieusement le gaspacho ALVALLE. Le méditerranéen coupe d'une traite une montagne de légumes qui englobe une bouteille de gaspacho tomate, menthe et basilic.|False|11263|0.012784626334905624|0.001307290862314403|0.017857300117611885|0.00017524197755847126|0.0016957769403234124|7.121590169845149e-05|0.0011878992663696408|0.0010271354112774134|0.00017517348169349134|0.005671148654073477|0.00040096184238791466|0.00019313368829898536
2424|Des enfants jouent dans des champs de blé tout en dégustant des LU.|False|4475|0.009207142516970634|0.01953199878334999|0.026279723271727562|0.0059949420392513275|0.007167924661189318|0.1136828064918518|0.005396421067416668|0.0033724012318998575|0.0027892598882317543|0.01607031747698784|0.004151921719312668|0.00044744464685209095
2425|Film d'animation montrant une usine de céréales dans laquelle une maman raton laveur explique qu'elle veut donner le meilleur à ses enfants qui s'amusent à côté d'elle. Elle explique la composition naturelle des céréales NAT dont les ingrédients défilent à la chaîne sur un tapis roulant quand elle apperçoit une employée Koala assoupie entre le chocolat et l'avoine.|False|30781|0.010263676755130291|0.21610166132450104|0.004891868215054274|0.008728819899260998|0.017649546265602112|0.04804535582661629|0.0022137921769171953|0.0029362691566348076|0.0022934689186513424|0.0024680558126419783|0.019993973895907402|9.301483078161255e-05
2426|Plusieurs personnes utilisent des herbes et épices DUCROS afin de donner du goût à leurs plats.|False|17202|0.021931257098913193|9.49728928389959e-05|0.005305080208927393|0.0008378897327929735|0.005376073066145182|0.0013878641184419394|0.0024832652416080236|0.003954815212637186|0.0014425310073420405|0.0016588227590546012|0.001805994426831603|0.0006325020804069936
2427|Sur une voix off décrivant un TIC TAC, grâce à des adjectifs bien choisis et à partir de la forme d'un TIC TAC, des dessins évolutifs illustrent les propos de la voix off.|False|8039|0.002969765570014715|0.0006189947598613799|0.000657011813018471|0.0004858906613662839|0.001443503308109939|0.0012072456302121282|0.004130879417061806|0.0026011457666754723|0.00042100338032469153|0.0014261244796216488|0.0008004134870134294|0.0026269324589520693
2428|"Des fleurs s'envolent et se retrouvent pour former un bouquet qui vient se placer dans un pot à confiture BONNE MAMAN. Sur l'étiquette du pot, le mot ""fête"" a été rajouté à la main au stylo rouge."|False|6215|0.017271097749471664|6.68994034640491e-05|0.0021990761160850525|0.14455649256706238|0.014553188346326351|0.0002138244453817606|0.0033332312013953924|0.00020379642955958843|0.0006550320540554821|0.005618120543658733|0.0017527349991723895|5.1944040023954585e-05
2429|Un paquet de BOURSIN est posé sur un fond uni blanc. Le point de la lettre I se détache de l'emballage et, en rebondissant, percute toasts et ingrédients gourmands, créant des amuse-bouches à base de BOURSIN originaux et colorés.|False|43533|0.03487851098179817|0.0004955572076141834|0.0030158942099660635|0.05936099961400032|0.006462329067289829|0.004833623766899109|0.0016273717628791928|0.002601051703095436|0.0009354270296171308|0.004928725305944681|0.0007069284911267459|0.00010639751417329535
2430|Une jeune femme vient manger chez son père, elle s'étonne de voir plein de choses nouvelles, notamment le Jambon MADRANGE sans nitrite avec 70% d'emballage plastique en moins. Son papa lui a préparé du jambon coquillettes, la jeune fille est heureuse, cela lui rappelle son enfance.|False|44344|0.024686818942427635|0.00040172404260374606|0.023414980620145798|0.008828012272715569|0.16952528059482574|0.009005928412079811|0.0018335423665121198|0.002733799396082759|0.0012105151545256376|0.0011701493058353662|0.026049168780446053|0.0001451413263566792
2431|Séquences illustrant les propos d'une voix off montrant un homme qui partage des moments d'authentique amitié avec des amis de longue date. Au centre de ce groupe de copains, le rituel du partage d'un COEUR DE LION.|False|49933|0.00026584399165585637|0.004709376022219658|0.003890849882736802|0.0024355617351830006|0.005179205443710089|0.000143404133268632|0.0013108652783557773|0.000576451129745692|0.000717372924555093|0.00037479240563698113|9.814880468184128e-05|6.921285967109725e-05
2432|"Sous forme de dessin animé, une vache ""récolte"" tous les ingrédients nécessaire à la fabrication de la glace Cookie Dough de BEN & JERRY'S."|False|6477|0.2941778898239136|0.7298340201377869|0.020077688619494438|0.009713402949273586|0.002390560694038868|0.004047795664519072|0.0005485824658535421|0.002016564132645726|0.013174863532185555|0.005946766119450331|0.00029570888727903366|6.15428143646568e-05
2433|Pour le goûter, les membres d'une famille préparent dans la bonne humeur des pancakes qu'ils dégustent avec du NUTELLA. En off, une voix évoque la recette des pancakes principalement faits à base de sentiments.|False|33471|0.03396540507674217|0.0008662875625304878|0.011023943312466145|0.04947834461927414|0.12978464365005493|0.0036147560458630323|0.002066338201984763|0.0012758723460137844|0.0012266798876225948|0.001718068146146834|0.010950621217489243|0.00013738266716245562
2434|Rétrospective de la vie d'un homme qui rit à chaque fois qu'il se retrouve dans une situation compliquée. Ainsi, il rit quand son petit-fils casse ses lunettes, il rit quand il tombe en panne en rentrant de la maternité, il rit quand il se renverse son plateau devant ses copains de fac, il rit quand il se prend un but lors d'un match de foot en primaire et enfin il rit quand, bébé, sa maman se met à rire quand il tombe sur ses fesses.|False|29396|0.0004381073813419789|0.0001387085358146578|0.0007735129911452532|0.023794807493686676|0.03290423005819321|0.010219130665063858|0.002403346821665764|0.0011415824992582202|0.0004940012004226446|0.000514937040861696|0.023365654051303864|0.0002571112127043307
2435|Telle une magicienne, une jeune femme sort de son frigo un crumble croustillant aux légumes CASSEGRAIN surgelés. Le froid qui régnait jusqu'alors dans l'appartement finit par disparaître lorsqu'elle sert son plat à son convive.|False|43384|0.0818549394607544|0.00027990833041258156|0.004159280098974705|0.009953055530786514|0.00888292957097292|0.0005498080863617361|0.007165462709963322|0.006577180232852697|0.0009772665798664093|0.0013513234443962574|0.0007850548136048019|9.427373151993379e-05
2436|En off, un homme et une femme évoquent la crème brûlée à la vanille bourbon de RIANS. Tous les ingrédients qui composent le dessert  apparaissent en gros plan et sont évoqués par l'homme. Puis la femme, toujours en off, déguste la crème brûlée et semble la savourer pleinement.|False|30232|0.04113103076815605|0.00010416455188533291|0.002076044213026762|0.0006949510425329208|0.0024692798033356667|0.00016273277287837118|0.001767647685483098|0.002533320337533951|0.00048128855996765196|0.0004215924709569663|0.00041313088149763644|9.651282744016498e-05
2437|En noir et blanc, c'est le mode de vie des Italiens qui est mis en avant. En off, la voix de Egidio Galbani leur rend hommage car depuis 130 ans, ils ont été ses premières sources d'inspiration quant à la création de sa spécialité fromagère Il Gusto Pesto Vert.|False|17423|0.0472550205886364|0.00010733978706412017|0.05763488635420799|0.0030976715497672558|0.21983815729618073|0.00013175107596907765|0.00654790410771966|0.006886901333928108|0.00032549441675655544|0.0020519434474408627|0.004650227725505829|0.0004196972877252847
2438|Gros plan sur l'élaboration de mouillettes fabriquées à partir de COMTE afin de les tremper dans un oeuf à la coque.|False|13644|0.00819656066596508|0.018484508618712425|0.0016236413503065705|0.0006174558657221496|0.00100121577270329|0.0006455788970924914|0.0011324799852445722|0.001301098265685141|0.0011184398317709565|0.0018290147418156266|0.0005150481592863798|0.000328077090671286
2439|En plein milieu d'un champ, un espagnol somme les cigales de se taire pour qu'un couple installé à une table puisse déguster religieusement le gaspacho ALVALLE. Le méditerranéen coupe d'une traite une montagne de légumes qui englobe une bouteille de gaspacho concombre te menthe.|False|11255|0.010025269351899624|0.002589992480352521|0.013173440471291542|0.00017034212942235172|0.0013983906246721745|6.981209298828617e-05|0.0010258060647174716|0.0009192691650241613|0.00015659678319934756|0.0050263721495866776|0.00036610785173252225|0.000172877058503218
2440|Dans un parc, une maman lit allongée sur la pelouse. Elle écoute ses enfants jouer et s'amuse de leurs histoires improbables.|False|7300|0.00032912101596593857|0.0006688644643872976|0.009520662017166615|0.013593205250799656|0.12994688749313354|0.063749760389328|0.0015193709405139089|0.0007893801084719598|0.0005895228241570294|0.017494309693574905|0.03604818508028984|0.00011006195563822985
2441|Alors qu'une maman appelle ses enfants pour le repas, une voix-off nous explique que ce que nous croyons être des pâtes n'en sont pas. Il s'agit de légumes sous forme de pâtes. Les enfants en redemandent !|False|24978|0.039486806839704514|0.00036045978777110577|0.004642121493816376|0.004696362651884556|0.3540806770324707|0.02968558669090271|0.0024161802139133215|0.0023502279072999954|0.0015647225081920624|0.0005870029563084245|0.04254540801048279|0.0002728444233071059
2442|Deux chiens de tailles différentes sont alimentés avec des croquettes PURINA ONE durant 21 jours et retrouvent force et énergie.|False|33662|0.021302232518792152|0.9910538792610168|0.02367088757455349|0.016585933044552803|0.0076679750345647335|9.410016355104744e-05|0.005587464664131403|0.006668036803603172|0.018198825418949127|0.001462464570067823|0.0012740683741867542|0.00016004334611352533
2443|Catherine est au téléphone avec une copine et parle des potins. Quand elle mange du RONDELE, elle savoure en silence.|False|1800|0.006807754281908274|0.003637100337073207|0.00263734208419919|0.002771561499685049|0.004159989301115274|0.0036311859730631113|0.001179882907308638|0.0009489894728176296|0.0010202721459791064|0.0006099892780184746|0.0012345511931926012|0.000318881735438481
2444|"De bon matin, un camion BRIOCHE PASQUIER transporte des GRILLETTINES. Pour ""illustrer"" sa mission, des images de GRILLETTINES sont projetées sur le camion. A l'heure du petit-déjeuner, un paquet de GRILLETTINES est  posé sur une table, prêt à être consommé."|False|12816|0.03119557350873947|0.0009655675385147333|0.06365275382995605|0.004962099250406027|0.007114429026842117|0.000341561040841043|0.0010133221512660384|0.004516146145761013|0.00029760473989881575|0.017490070313215256|0.0011156409746035933|6.186193786561489e-05
2445|Au milieu de la nature, une femme apprend à son bébé à marcher. Après une pause biberon GALLIA, le garçon se met à marcher à travers les champs.|False|13259|0.0008746989187784493|0.005149928852915764|0.031099319458007812|0.0016087283147498965|0.07807829976081848|0.22189410030841827|0.0016604663105681539|0.0015741385286673903|0.001228697132319212|0.010539841838181019|0.026205888018012047|7.793384429533035e-05
2446|Un paquebot navigue sur l'océan. Sur le pont, une vache joue du violon et deux CANDY 'UP dansent. Le bateau fonce droit sur un énorme iceberg. Les deux CANDY'UP boivent du lait pour prendre des forces, saisissent leur paille et frappent dans la glace. L'iceberg se retrouve coupé en deux et le bateau peut continuer son chemin.|False|32763|0.0007715555257163942|0.5160908699035645|0.0009537753649055958|0.009387608617544174|0.0017640194855630398|0.001885126461274922|0.03408164903521538|0.006870213430374861|0.0035018203780055046|0.004995431285351515|0.0005163955502212048|0.0001912141451612115
2447|Dans une cuisine, deux femmes dévorent littéralement les contenus de tubes PRINGLES TORTILLAS, tandis que leur ami concocte une sauce guacamole en y mettant toute sa fougue culinaire. Le temps de se retourner et ainsi faire goûter sa parfaite mixture à ces dames, il ne reste alors plus assez de tuiles, irrésistibles avec ou sans sauce.|False|11941|0.010593252256512642|0.0004751887754537165|0.0012911759549751878|0.007424124050885439|0.004093551076948643|0.00023258267901837826|0.0034919714089483023|0.001372327096760273|0.0004658618418034166|0.0007062536315061152|0.0007239422993734479|0.00018961379828397185
2448|Une caméra en très gros plan navigue au milieu des sapins en chocolat enneigés jusqu'à se fixer sur une petite maison. Ce paysage hivernal, tout droit sortie d'un conte de Noël, est en réalité la nouvelle bûche en édition limitée de chez PICARD.|False|14073|0.003733292920514941|0.00014931894838809967|0.028464704751968384|0.0007669258047826588|0.0019085919484496117|0.0001511828595539555|0.0015998895978555083|0.001948186312802136|0.0005308695835992694|0.6111621260643005|0.0004891548305749893|7.592629845021293e-05
2449|Au Kenya, l'usine à thé n'est pas un hangar renfermant des machines et des robots mais bien de grands champs de thé où les éléments sont les seuls intervenants à la culture de cette petite feuille verte.|False|20962|0.004769061226397753|0.0011778395855799317|0.00273344200104475|0.001317781861871481|0.0037654987536370754|0.0018244946841150522|0.00230266060680151|0.003780587576329708|0.0025149001739919186|0.004312320612370968|0.00261457241140306|0.0018301490927115083
2450|Saynètes de rue par une journée de chaleur montrant des personnes sous l'effet d'un TIC TAC ressentant fraîcheur et bienveillance. Après avoir soufflé sur une vitre, chacun délivre un message écrit sur la buée sous lequel apparaît un TIC TAC personnifié dessiné.|False|45514|0.002917440142482519|0.0007215416408143938|0.009543299674987793|0.6746603846549988|0.0031273376662284136|0.001978897722437978|0.008283481933176517|0.01257072389125824|0.005598124116659164|0.03152681142091751|0.0010536687914282084|7.296348485397175e-05
2451|Enumération de situations ou des enfants et adultes mangent avec gourmandise des pommes PINK LADY.|False|24073|0.030533768236637115|0.0014872588217258453|0.0031930136028677225|0.015593711286783218|0.015279736369848251|0.03786264732480049|0.0006511566461995244|0.0009798365645110607|0.003753605065867305|0.0005817405763082206|0.003704134142026305|0.0001231799105880782
2452|Témoignages de quatre hommes, un agriculteur, un meunier, un responsable de fournil d'essai et un artisan boulanger indépendant. Chacun explique pourquoi il a choisi de faire ce métier.|False|25485|0.008234075270593166|0.00031100615160539746|0.17315265536308289|0.0006835649255663157|0.012293769977986813|0.0004465208912733942|0.004645984154194593|0.008625627495348454|0.0010821979958564043|0.0024655910674482584|0.0012306199641898274|0.0003013301466125995
2453|"Clichés des mésaventures vécues par des touristes lors de leurs escapades en  Auvergne. Un couple déguste une pizza ""Escapade Auvergnate"" avec des ingrédients de la région."|False|6147|0.017059970647096634|7.8137221862562e-05|0.08343726396560669|0.003596970811486244|0.0002950104244519025|6.259697693167254e-05|0.0013414863497018814|0.0007791969692334533|0.00012873891682829708|0.00034238427178934216|7.39772294764407e-05|0.00010550077422522008
2454|Alors qu'un éléphant barit et provoque une craquelure sur une surface en chocolat, des personnes dégustent avec gourmandise des carrés de différents chocolats COTE D'OR.|False|37050|0.010989045724272728|0.3161356449127197|0.011289422400295734|0.01007129531353712|0.006456438452005386|0.002094980562105775|0.006432178895920515|0.006775046698749065|0.009046003222465515|0.01206277497112751|0.0009960492607206106|0.0002409333101240918
2455|Dans leur chambre, des enfants inventent une histoire d'invasion par les martiens qui sont en réalité des MONSTER MUNCH. Pour les capturer il suffit de les manger.|False|4698|0.0011472589103505015|0.006163706071674824|0.00036213346174918115|0.0006788568571209908|0.0006223442032933235|0.0679846927523613|0.0012807678431272507|0.0008119323174469173|0.000386505969800055|0.0005423451657406986|0.0009905360639095306|0.0005683235358446836
2456|Gros plan sur un steak haché passé à la poêle.|False|12990|0.01015978679060936|0.0003136142040602863|0.0014638439752161503|0.00046673952601850033|0.0008107161847874522|0.00010422972991364077|0.0007756570703350008|0.0009301412501372397|0.00035115244099870324|0.000580799242015928|0.00023122743004933|0.0001888165425043553
2457|Un homme, un paquet de spaghettis BARILLA dans la main, demande aux spectateurs s'ils veulent qu'on les acclame pour leur cuisine.|False|14718|0.2684667706489563|0.00019640651589725167|0.01097193919122219|0.024696193635463715|0.03796299174427986|0.0008440773235633969|0.007457744795829058|0.003365669399499893|0.0014308049576357007|0.0008972542127594352|0.0015889974310994148|0.0002477822417858988
2458|De nuit, deux équipes de supporters déguisés se font face dans les rues d'une ville. Au moment où elles s'apprêtent à en venir aux mains, elles sont stoppées dans leur élan par un camion avec, à son bord, un ange et un démon qui leur font face. Les deux personnages transforment leur camion en food truck et improvisent ainsi un barbecue géant et convivial où les supporters des deux équipes oublient leurs rancoeurs et finissent par déguster de la bonne viande de boeuf ensemble.|False|7705|0.0015027894405648112|0.04017096757888794|0.00045407493598759174|0.021498199552297592|0.0009534309501759708|0.0003175349847879261|0.005217147059738636|0.008254633285105228|0.00048515383969061077|0.0010253782384097576|0.00015961129975039512|0.0026027902495115995
2459|FELIX le chat empêche sa maîtresse de travailler sur son ordinateur pour avoir à manger.|False|13039|0.00124167965259403|0.018162447959184647|0.0004854151338804513|0.00898669846355915|0.0022138459607958794|0.0014803815865889192|0.0015799013199284673|0.0011815185425803065|0.00565698929131031|0.0006523178890347481|0.001059467438608408|0.0017587548354640603
2460|Dans les cuisines d'un restaurant, un jeune apprenti a utilisé des PANZANI pour peaufiner son plat de pâtes fraîches. Le chef vient goûter le mets et félicite le jeune pour la réussite de son plat. Ses pâtes fraîches sont si bonnes que le grand chef croit démasquer l'utilisation frauduleuse de PANZANI et non une création manuelle.|False|10158|0.017088184133172035|0.001168358139693737|0.0006236587068997324|0.0010646168375387788|0.001744225388392806|0.0005070631159469485|0.00137853913474828|0.001103903166949749|0.0006073555559851229|0.000518265413120389|0.0004987945430912077|0.00033409713068977
2461|En Suisse, une cultivatrice d'herbes prend un bonbon RICOLA ce qui lui procure un goût intense et unique. Les effets qu'elle ressent sont représentés par un homme qui plonge dans l'eau glacée pour la fraîcheur, des jeunes filles qui font de la luge dans des duvets pour l'effet de surprise.|False|8210|0.4038328230381012|0.00012235828035045415|0.5398642420768738|0.11824947595596313|0.005207146983593702|0.0007331924280151725|0.006008196156471968|0.005295721348375082|0.00020124080765526742|0.0109944399446249|0.00028597124037332833|6.088029476813972e-05
2462|Enumération de situations où des enfants et adultes mangent avec gourmandise des pommes PINK LADY.|False|24071|0.02537311241030693|0.0008578823762945831|0.001684863120317459|0.006701928097754717|0.010461842641234398|0.02135022170841694|0.0005520867416635156|0.0007446204544976354|0.0021023168228566647|0.00024138519074767828|0.0029388838447630405|9.730456076795235e-05
2463|Une voix off évoque, sur des images de vaches dans les prés et de viande bovine, la fierté de BIGARD quant au travail et au savoir-faire effectués par les éleveurs français et les bouchers sans qui la viande hachée BIGARD ne serait pas ce qu'elle est. Gros plan sur MON HACHE BOUCHER de BIGARD.|False|11342|0.004702376667410135|0.7322712540626526|0.1749672293663025|0.00015814763901289552|0.004262600559741259|8.675969729665667e-05|0.0025580422952771187|0.0014486346626654267|0.00036694566369988024|0.0009895998518913984|0.00034454037086106837|8.4786290244665e-05
2464|Au café Della Plazza, un homme entre et commande un vrai espresso à l'italienne, une successions d'images montrent des personnes faire part de leur étonnement face à cette commande. Présentation des nouvelles capsules en aluminium neutre en carbone.|False|41506|0.057057153433561325|4.586688373819925e-05|0.00016956687613856047|0.0017759113106876612|0.00046515330905094743|4.988536238670349e-05|0.001300194300711155|0.0013397368602454662|0.00010966396075673401|0.0002321245556231588|0.00013734205276705325|8.026362047530711e-05
2465|Une jeune femme qui fait du yoga prend soin de son ventre en dégustant des yaourts ACTIVIA AUX CEREALES.|False|46194|0.04830995202064514|0.0006827882025390863|0.008242200128734112|0.013473068363964558|0.0024833986535668373|0.0001507614942966029|0.003627124708145857|0.0063989548943936825|0.0004043269145768136|0.0005526955355890095|0.0004226896562613547|7.904738595243543e-05
2466|Sur fond de jeu de 7 familles et de requête autour de la famille Haricots, un verre se rempli, en stop motion, d'un smoothie à base d'haricots verts.|False|19677|0.01994907669723034|0.8238013386726379|0.005297272000461817|0.006968274712562561|0.7892289161682129|0.019685158506035805|0.002365332329645753|0.001911720260977745|0.010439739562571049|0.004248458426445723|0.016115369275212288|7.288285996764898e-05
2467|Des vaches paissent dans un champ en été.|False|40606|0.0014743609353899956|0.01598748378455639|0.010550539009273052|0.0012890929356217384|0.0028282140847295523|0.0007221653941087425|0.0034191561862826347|0.003673424245789647|0.0018164265202358365|0.013589087873697281|0.0012627671239897609|0.001255570910871029
2468|"Séquence de plans successifs évoquant le fait de dire ""Oui"" au bien-être en 2021, ce qui sous-entend prendre soin de soi en faisant du sport, en ayant une alimentation équilibrée, notamment en consommant des yaourts ACTIVIA."|False|41948|0.0018687774427235126|5.4792966693639755e-05|0.0004139946249779314|0.7595048546791077|0.0002264608338009566|0.0001726224145386368|0.0028437853325158358|0.002525437856093049|0.0002595742989797145|0.00019893429998774081|0.00010135237243957818|8.335149323102087e-05
2469|Lorsqu'une mère et ses deux adolescents rentrent à la maison, ils s'aperçoivent, qu'une fois n'est pas coutume, leur père s'occupe du dîner. Le plat à base de soja prévu n'a pas l'air d'enchanter les enfants, étant donné que leur mère leur avait promis des steaks. Après négociation, le père accepte de changer son menu et leur prépare des burgers à base de steaks de soja et de blé HERTA.|False|16470|0.019007090479135513|0.00752866268157959|0.006059500388801098|0.0019999374635517597|0.052323684096336365|0.02831561304628849|0.002977603580802679|0.002282224828377366|0.0017871125601232052|0.001177681959234178|0.017757289111614227|0.0003958603774663061
2470|Dans la série des spots-excuses LA BOULANGERE, ici, face caméra et en extérieur, un homme s'adresse à sa compagne et s'excuse de ne pas faire la cuisine, il lui promet de s'y mettre..|False|17344|0.010975015349686146|0.00017362160724587739|0.002328630769625306|0.014888705685734749|0.4201790690422058|0.00018853374058380723|0.010932757519185543|0.001008583465591073|0.0006703162798658013|0.00033205869840458035|0.003972794394940138|8.019227971090004e-05
2471|Alors qu'un adolescent aimerait manger un biscuit DELICHOC mais sa mère lui pose une condition : il doit savoir ce qu'on fait avec une vieille cassette audio et un stylo.|False|42502|0.012682471424341202|0.0005230820388533175|0.0031324648298323154|0.02333184890449047|0.016749542206525803|0.366614431142807|0.005189753603190184|0.004989161621779203|0.002772653242573142|0.0015983720077201724|0.0245327427983284|0.0017206004122272134
2472|Des légumes font la queue pour rentrer dans une brique de soupe KNORR mais se font arrêter à l'entrée par une carotte qui leur annonce que c'est une soirée privée. Après avoir vérifié la liste, elle se rend compte de son erreur et les laisse passer.|False|34523|0.026077786460518837|0.019658943638205528|0.043399401009082794|0.029766328632831573|0.039646171033382416|0.014088708907365799|0.027888508513569832|0.011931631714105606|0.006916401907801628|0.015348393470048904|0.00832492858171463|0.016703594475984573
2473|Repas festif pour les fêtes de fin d'année. Une jeune femme sert à ses convives un dessert glacé de la MAISON THIRIET.|False|41300|0.010366194881498814|0.00013676077651325613|0.015409478917717934|0.04720038175582886|0.020818784832954407|0.00013192140613682568|0.0008037136867642403|0.000796555366832763|0.0005959993577562273|0.0010829868260771036|0.0004991707974113524|6.705521082039922e-05
2474|En point de vue subjectif, succession de saynètes traversant les époques, montrant des mains se servir du ketchup HEINZ pour accompagner les mets servis et terminer leur assiette jusqu'à la dernière goutte de sauce.|False|26992|0.018199967220425606|0.00041363792843185365|0.003517154837027192|0.002551259007304907|0.018198708072304726|0.0008893220219761133|0.005274056922644377|0.00610003899782896|0.0013544447720050812|0.00260630389675498|0.001397116226144135|0.00013294353266246617
2475|Partant d'un plan large montrant une nappe sur laquelle un pique-nique est installé avec vue sur un paysage maritime breton, la caméra se rapproche. Alors qu'une voix off nous explique le fonctionnement coopératif du PAYSAN BRETON, des figurines en miniature prennent vie sur la nappe, au milieu des aliments, représentant éleveurs et vaches.|False|18943|0.0005686840158887208|0.003264252096414566|0.02959357388317585|0.0003541767073329538|0.000809786026366055|0.0005549086490646005|0.0007374784327112138|0.0007985325064510107|0.00048518055700697005|0.009826399385929108|0.00028193715843372047|7.543882384197786e-05
2476|En travelling avant continu, séquences démarrant sur un pot de PRIMEVERE et passant plusieurs portes successives débouchant sur un laboratoire, puis sur un champ de colza, enfin sur une salle à manger dans laquelle une famille prend un repas. Une voix off énonce l'engagement de PRIMEVERE à travailler avec l'Institut Pasteur pour maintenir son expertise 100% végétale.|False|28020|0.0072318753227591515|0.0016112844459712505|0.06449954956769943|0.00023727644293103367|0.0082799531519413|0.0002859925152733922|0.019853699952363968|0.0025609279982745647|0.0004353043914306909|0.005920300260186195|0.0007634212379343808|0.00010452713468112051
2477|Séquences tournées dans une cave d'affinage de Beaufort au cours desquelles un salarié farceur de chez MICHEL & AUGUSTIN vient interviewer un de leurs fournisseurs affineurs de fromage.|False|46065|0.001471933675929904|0.0003613131702877581|0.001735532539896667|0.0008404671680182219|0.0009347912855446339|0.00025671717594377697|0.000952846254222095|0.0006803565192967653|0.00038756683352403343|0.0005062601412646472|0.00042586566996760666|0.002305228728801012
2478|A la campagne, un jeune garçon enfourche son vélo pour rejoindre son grand-père qui lui propose un chapeau rempli de pruneaux. L'enfant en déguste un aussitôt.|False|23651|0.008473110385239124|0.004239318426698446|0.07205560058355331|0.0017742435447871685|0.017983047291636467|0.025541462004184723|0.0010335588594898582|0.0007916867034509778|0.0009465509210713208|0.004422125872224569|0.0008553973748348653|6.957602454349399e-05
2479|Une femme passe une commande de poissons en téléphonant directement à des marins pêcheurs qui sont en mer.|False|5418|0.0008220188901759684|0.003702176734805107|0.01499515026807785|0.00042990499059669673|0.0027949707582592964|0.0003817942342720926|0.004109236411750317|0.007783045992255211|0.0014810033608227968|0.000491577317006886|0.000929682981222868|9.839910489972681e-05
2480|Des arboriculteurs récoltent des pommes JULIET en chantonnant la Marseillaise.|False|40944|0.010474167764186859|0.0005668746307492256|0.05729183927178383|0.01552494801580906|0.007393643260002136|0.002167795319110155|0.003909577149897814|0.002136237919330597|0.004756059963256121|0.03458050265908241|0.002538673346862197|0.00011969482147833332
2481|Séance de révision de mathématiques sous forme de recette énoncée par une voix de garçon employant le vocabulaire des opérations et de la géométrie, pendant que sont confectionnées en stop motion des tartines joliment colorées.|False|15703|0.04983501136302948|0.00024011300411075354|0.0004962847451679409|0.0070938183926045895|0.0013930525165051222|0.002903576707467437|0.0007157914224080741|0.0012540863826870918|0.0005004142294637859|0.0003389942867215723|0.0003512337862048298|0.0001219875703100115
