|sequence|error|arcom_id|Simplicité|convivialité|festif|amitié|Diététique|qualité|Origine|Naturel|sensation|savoir-faire|Nutrition|santé|rapidité|Goût|Gourmandise|snacking
182|"Plan fixe sur un petit ruisseau au milieu duquel trois bouteilles d'O'VERGER sont posées. De chaque côté du ru, des arbres fruitiers, pommiers et poiriers. Alors qu'une voix off vante la nouvelle gamme d'eau fruitée, chaque phrase est soigneusement répétée par une pomme moqueuse.Voix homme (1) : "" OASIS présente O'VERGER.
La pomme (2) : "" OASIS présente O'VERGER.
 (1) ... L'eau complètement fruitée, ...
(2) ... L'eau complètement fruitée, ...
 (1) ... avec juste le sucre des fruits. ""
(2) ... avec juste le sucre des fruits. """|False|35593|0.5316154956817627|0.6012707352638245|0.19911786913871765|0.08750027418136597|0.7740054130554199|0.8259141445159912|0.3511142134666443|0.9332874417304993|0.34962087869644165|0.3500778079032898|0.1473570615053177|0.5138759613037109|0.002946546534076333|0.9061973690986633|0.8197094202041626|0.0104841822758317
183|"Dans un restaurant, un mafieux déguste un SCHWEPPES quand il se fait arrêter par la police, une jeune femme déambule en roller au milieu d'un tournoi d'achat en buvant un SCHWEPPES, en cuisine, la cheffe boit également la boisson. Tous entonnent un ""I like it lit that"" après avoir bu, nouvelle signature de la marque et bande son.L'homme (en anglais 1) : "" C'est comme ça que je l'aime. ""
 
 La femme (en anglais 2) : "" C'est comme ça que je l'aime. ""
 
 
 Voix femme (4)  : "" SCHWEPPES. """|False|38691|0.017045561224222183|0.5967784523963928|0.06326715648174286|0.01111105177551508|0.012108245864510536|0.07210038602352142|0.03532019257545471|0.004683726001530886|0.07610997557640076|0.04570546746253967|0.0008772190776653588|0.0107569033280015|0.0033771018497645855|0.7394485473632812|0.6663550734519958|0.0012969045201316476
184|"Saynètes absurdes au cours desquelles des personnes inventent n'importe quel prétexte pour trinquer avec une TOURTEL TWIST. Ainsi, se promenant dans un verger, deux copains trinquent à tout ce qu'ils voient.L'homme (1) : "" Ah cool, y'a du fruit dedans ! ""
 
 L'homme (2) : "" Ah, y'a de la bière aussi !
 
 (2) ... Et c'est sans alcool ! Regarde des fruits, on en parlait y'a pas deux minutes ! Dingue ! ""
 
 Voix femme (3) : "" Tous les prétextes sont bons pour trinquer !
 (3) ... TOURTEL TWIST, c'est la gourmandise du jus de fruits, la fraîcheur de la bière ...
 (3) ... et c'est sans alcool. TOURTEL TWIST, ça rapproche. """|False|45266|0.015342201106250286|0.9586402177810669|0.6565262079238892|0.10689804702997208|0.0993177518248558|0.06873774528503418|0.025945980101823807|0.17828963696956635|0.1078016608953476|0.04867469519376755|0.007477144245058298|0.05146435648202896|0.008574728854000568|0.11635090410709381|0.1382633000612259|0.010224328376352787
185|"Dans l'espace, des astronautes russes sont surpris par une alarme sonore : un satellite est sur le point de s'écraser sur la planète Terre. Pendant ce temps-là, sur une plage, un homme et un ours ont entamé une partie de beach tennis. Leur match est soudainement interrompu par le satellite qui finit sa course sur le joueur homme. L'ours, étonné, n'en revient pas et pense que c'est son jeu qui est à l'origine de ce qui vient de se passer. Il récupère tranquillement la raquette de son adversaire dans le sable.Voix homme : "" Restez Vivao ! Buvez ORANGINAO ! """|False|1422|0.004107491113245487|0.012733153067529202|0.035105034708976746|0.004644711036235094|0.012803144752979279|0.009641431272029877|0.014921551570296288|0.013718214817345142|0.6883328557014465|0.0069578359834849834|0.0024146155919879675|0.002518867375329137|0.004409183748066425|0.012333671562373638|0.005825797561556101|0.0018326258286833763
186|"Devant un parc aquatique où seuls les produits sains ont le droit de rentrer, un CAPRI-SUN se fait doubler par une bouteille de soda qui se voit refuser l'accès à cause de ses ingrédients artificiels détectés au scanner. Le CAPRI-SUN rentre sans problème et peut profiter du toboggan aquatique. La bouteille tente de rentrer, déguisée en CAPRI-SUN.Le Capi-sun (1) : "" Ah ah CAPRI-SUN Funland !
 (1) ... Hey !
 L'ordinateur (2) : "" Accès refusé.
 (2) ... Sans arômes artificiels, sans conservateurs. ""
 Voix femme (3) : "" CAPRI-SUN, sans arômes artificiels, sans conservateurs."|False|36631|0.1713278740644455|0.7974304556846619|0.332587331533432|0.01581501215696335|0.8860999941825867|0.9009814858436584|0.19444406032562256|0.964590847492218|0.7006704211235046|0.10451039671897888|0.21706493198871613|0.8396306037902832|0.007390753831714392|0.024539966136217117|0.011407622136175632|0.00166377704590559
187|"Un homme préhistorique tente désespérément de mettre un pied dans l'eau glacée d'un lac. Il se met à hurler tellement l'eau est froide. De nos jours, un homme rentre aisément dans son jacuzzi dont l'eau est particulièrement chaude. Il peut ainsi se détendre sans souci. Gros plan sur une canette d'ORANGINA qui se ""modifie"" pour devenir plus grande, fine et belle.L'homme (1) : "" Aaaaah !!! ""
 
 Voix homme (2) : "" C'est tout de même bon l'évolution !
 (2) ... Nouvelle SLIM CAN ORANGINA, ...
 (2) ... plus grande, plus fine, plus belle. """|False|6086|0.004073005169630051|0.021606994792819023|0.046340398490428925|0.0063055166974663734|0.6595599055290222|0.027559280395507812|0.8106808662414551|0.6931734681129456|0.07145145535469055|0.02111666463315487|0.010182342492043972|0.014059958979487419|0.002619998762384057|0.014549958519637585|0.04913213849067688|0.0009128705132752657
188|"Quand un jeune boit un PEPSI MAX, les effets de la boisson se voient dans le fond de son œil illustrant ses sensations avant de le retrouver à nouveau avec ses amis.Voix homme : "" Prêt à déguster ?
 
 
 
 
 
 ... Goûte la différence ...
 ... avec PEPSI MAX, un max de goût, zéro sucres. """|False|36766|0.12404032051563263|0.8379191756248474|0.03215474635362625|0.38511812686920166|0.012548352591693401|0.8808820843696594|0.023382518440485|0.7415045499801636|0.9882426857948303|0.008357868529856205|0.0999886617064476|0.7799224257469177|0.00040881510358303785|0.9801216721534729|0.8555423021316528|0.00028857807046733797
189|"Dans une colocation, des amis profitent du beau temps. Ils jouent et s'amusent tout en dégustant du LIPTON ICE TEA.Voix homme : "" Au lieu de regarder cette pub pour LIPTON ICE TEA, ...
 
 
 ... et si vous sortiez avec vos amis ?
 
 ... Délicieusement raffraichîssant ...
 ... et gorgé de soleil, ...
 ... LIPTON ICE TEA, du soleil à partager.
 ... Découvrez LIPTON PECHE TOUCHE DE MIEL, un goût peu sucré et toujours aussi délicieux. """|False|39356|0.15828314423561096|0.9925568699836731|0.9308741092681885|0.9718478322029114|0.27781611680984497|0.716166079044342|0.02999603934586048|0.5108224153518677|0.04912322387099266|0.018392231315374374|0.0021700758952647448|0.08143261820077896|0.0004698019474744797|0.9722395539283752|0.9485378265380859|0.0014679356245324016
190|"Deux copines sont installées sur des matelas gonflables dans une piscine, une citronnade à la main. Quand l'une d'elles y goûte, elle félicite son amie qui se vante de ne pas l'avoir faite.La femme (1) : "" Hum, super bonne ta citronnade ! ""
 
 La femme (2) : "" Merci, c'est moi qui l'ai pas faite. ""
 Voix homme (3) : "" Des citrons déjà pressés pour vous, ...
 (3) ... de l'eau de source, ...
 (3) ... et une pointe de sucre. PULCO CITRONNADE, la paresse a du bon. """|False|6247|0.04678554832935333|0.9002177715301514|0.33988651633262634|0.1782582700252533|0.11102572828531265|0.12117564678192139|0.04147058352828026|0.6744111776351929|0.06086290255188942|0.0377812385559082|0.031491469591856|0.11768050491809845|0.00633594486862421|0.6205102205276489|0.8539429306983948|0.021704500541090965
191|"Après cette longue période de confinement, un homme se réveille en sursaut et fait le point des mois écoulés. Il s'aperçoit avec satisfaction que nous avons réussi à nous adapter à cette situation et à être plus fort tous ensemble.Voix homme : "" Attends ! 
 ... Qui décide qu'on doit revenir à la normale ?
 
 ... On s'est adapté, on est resté unis.
 
 ... Et ça, je suis pas prêt de l'oublier.
 
 
 ... Maintenant , je réalise à quel point on est plus fort ensemble.
 ... Et je resterai plus ouvert que jamais. """|False|33345|0.004184769932180643|0.003811782458797097|0.004451105836778879|0.003727928502485156|0.005644611082971096|0.004381875041872263|0.00420129019767046|0.004574740305542946|0.0026877643540501595|0.002829537261277437|0.0043711671605706215|0.007242410443723202|0.002704974729567766|0.004312815610319376|0.0032250462099909782|0.0020657749846577644
192|"Sur l'air de la chanson ""Le tourbillon de la vie"" de Jeanne Moreau, une jeune femme boit quotidiennement du VICHY CELESTINS. Elle se sent ainsi plus légère et séduisante et tourbillonne sur elle-même.Voix femme (chanté) : "" Je bois VICHY, ...
 ... VICHY CELESTINS, ...
 ... je me sens belle, elle me va bien.
 ... Je bois VICHY, VICHY CELESTINS, ...
 ... mon eau au quotidien !
 
 
 ... Mon corps connaît bien ce refrain, ...
 ... ... VICHY CELESTINS, elle me va bien. """|False|22761|0.022365877404808998|0.03109695017337799|0.05819401890039444|0.02251427434384823|0.0574922040104866|0.06894178688526154|0.046139635145664215|0.036362502723932266|0.02724636346101761|0.01065270695835352|0.04349677264690399|0.13266602158546448|0.0024196398444473743|0.06064237654209137|0.07098813354969025|0.002276513958349824
193|"Succession d'images présentant la nouvelle gamme de boissons SELECTION de SCHWEPPES accompagnées de leurs ingrédients principaux.Voix homme : "" Découvrez SCHWEPPES SELECTION.
 ... Une nouvelle gamme de boissons raffinées, ...
 ... créée par des experts, ...
 ... pour être dégustées en cocktail.
 ... Avec des ingrédients sélectionnés, ...
 ... un procédé de fabrication unique ...
 ... et des bulles intenses.
 ... SCHWEPPES SELECTION, le meilleur des SCHWEPPES pour votre cocktail. """|False|44593|0.0009069740772247314|0.006801174953579903|0.015210400335490704|9.743760892888531e-05|0.3335784077644348|0.9507936239242554|0.12322859466075897|0.09472177177667618|0.013804307207465172|0.8705846667289734|0.0026980433613061905|0.1839480847120285|0.00022249897301662713|0.8206477165222168|0.22036488354206085|0.00010127817222382873
194|"Pour illustrer les effets de l'eau HEPAR sur un transit : images d'un feu d'artifice à l'envers. Présentation du podcast ""Chroniques de l'intérieur"".Voix femme : "" HEPAR, la joie d'avoir un bon transit.
 
 
 ... Des questions sur le transit ? Découvez le podcast ""Chroniques de l'intérieur"" ...
 ... sur HEPAR.FR et vos plateformes d'écoute. """|False|33291|0.03314346820116043|0.6547559499740601|0.491848886013031|0.006418151780962944|0.497677206993103|0.2998424172401428|0.032570209354162216|0.8208997249603271|0.06491288542747498|0.06871920078992844|0.0001871108979685232|0.014031833037734032|0.000925541331525892|0.00085568887880072|0.00020533495990093797|7.700146670686081e-05
195|"Près d'une piscine, un homme nous explique comment faire une bonne citronnade soi-même.L'homme (1) : "" Faire une bonne citronnade soi-même, c'est simple !
 (1) ... Du PULCO, ...
 ... de l'eau et c'est tout !
 (1) ... Voilà voilà, j'ai fini !
 (1) ... Mmmm ! ""
 Voix femme (2) : "" PULCO, tout simplement ! """|False|37219|0.019446633756160736|0.07781460881233215|0.01714068092405796|0.0021856834646314383|0.01592390052974224|0.006117456126958132|0.007279274985194206|0.015148842707276344|0.00358728040009737|0.1795889139175415|0.00870510097593069|0.04700575768947601|0.0023502581752836704|0.010300405323505402|0.05267883092164993|0.004228412173688412
196|"Un camion chargé de pommes et un camion chargé de bouteilles VOLVIC manquent de se percuter. Les bouteilles et les pommes sont alors projetés dans toute la ville. Les pommes explosent comme si elles étaient remplies d'eau à chaque fois que quelqu'un les touche.Voix femme : ""VOLVIC JUICY, un boum de plaisir. """|False|1650|0.011168600991368294|0.7938088774681091|0.8022946715354919|0.010619699954986572|0.13323625922203064|0.07865095138549805|0.06099497526884079|0.8437348008155823|0.9487074613571167|0.032338131219148636|0.23519594967365265|0.009260497987270355|0.011496204882860184|0.8847997784614563|0.925562858581543|0.0632367953658104
197|"Sous forme de dessin animé, le visage d'une femme s'anime pour nous faire savoir qu'il est possible de faire la fête sans alcool grâce à FESTILLANT.Voix femme : "" Faire la fête sans alcool ?!
 ... Oui, bien sûr !
 ... Mais une soirée sans bulles, ...
 ... là, je dis non !
 
 ... FESTILLANT nature, rosé ou fruité, tout le plaisir des bulles, sans modération. Tchin !
 ... Reconnu Saveur de l'Année 2016. """|False|9214|0.1758454293012619|0.9937364459037781|0.9929501414299011|0.08378300815820694|0.3859306871891022|0.742060124874115|0.1256885826587677|0.9580107927322388|0.2688809335231781|0.11535017192363739|0.015469854697585106|0.10990973562002182|0.0023957963567227125|0.8727925419807434|0.84425950050354|0.00017146908794529736
198|"Les petits fruits d'Oasis entonnent leur chanson « D'amûre et d'eau fraîche » dans un  skate park fait d'eau des tropiques.Voix homme (en chantant 1) : "" Du sunshine, ...
 (1) ... de l'eau de source et des fruits !
 (1) ... Nous ce qu'on kiffe ...
 (1) ... c'est faire des accrobafruits !
 Voix mixte (2) : "" D'amûre et d'eau fresh, ... ""
 (1) ... d'un raisin !
 (1) ... Y'a rien qui coule c'est trop cool ! ""
 
 Voix femme (3) : "" OASIS POCKET, des fruits, de l'eau de source, sans conservateur. """|False|24897|0.06361053138971329|0.07080423831939697|0.10811410844326019|0.010639513842761517|0.05387375131249428|0.03652617335319519|0.021780820563435555|0.42633965611457825|0.01423269510269165|0.012138350866734982|0.008355492725968361|0.00817317795008421|0.005437578074634075|0.03894057124853134|0.035062339156866074|0.002986640203744173
199|"Dans un paysage de montagne, un homme donne une bouteille d'eau minérale THONON à un jeune garçon. Celui-ci s'en délecte aussitôt.Voix homme (1) : "" THONON, minérale, ...
 (1) ... équilibrée, ...
 (1) ... naturelle.
 (1) ... Quelle eau serait source ...
 (1) ... de longévité ?
 
 Voix homme (effet écho 2) : "" THONON ! THONON ! THONON ! ""
 (1) ... THONON, ...
 (1) ... longue vie aux buveurs de THONON. """|False|17445|0.13900324702262878|0.05069839954376221|0.04391751065850258|0.020937303081154823|0.9319475889205933|0.9631198048591614|0.9393203258514404|0.965757429599762|0.3736797571182251|0.4613488018512726|0.222685307264328|0.7397347092628479|0.00028114422457292676|0.5785353183746338|0.12476570904254913|0.00013583141844719648
200|"Images d'un feu d'artifice à l'envers.Voix femme : "" HEPAR, La joie d'avoir un bon transit. """|False|30091|0.023218033835291862|0.5614098906517029|0.7277454137802124|0.02250729314982891|0.08392872661352158|0.2523782253265381|0.019849341362714767|0.03797829896211624|0.011550290510058403|0.019575517624616623|0.0008137068944051862|0.3554821312427521|0.004729639273136854|0.008690987713634968|0.0030669632833451033|0.0005824671243317425
201|"Gros plan sur des fraises en phase d'infusion dans une eau minérale VITTEL. Ces éléments composent la boisson VITTEL & FRUITS BIO INFUSES qu'une femme se délecte assise sur un banc.Voix femme : "" De l'eau minérale naturelle  VITTEL ...
 ... et des citrons bio infusés lentement.
 
 
 
 ... VITTEL & FRUITS BIO INFUSES, la recette est dans le nom. """|False|27107|0.01426402572542429|0.014829175546765327|0.0072055296041071415|0.0004809148667845875|0.046711280941963196|0.08785267174243927|0.028945062309503555|0.22863101959228516|0.007634200621396303|0.029206683859229088|0.12045358866453171|0.1579236090183258|0.00019457914459053427|0.07132252305746078|0.4310557544231415|0.0017199006397277117
202|"En film d'animation, le chevalier ""Orange"" annonce à son armée le début d'une nouvelle ère. Tous les fruits attendent le début de l'assaut. En plan de fin, un jeune homme boit de l'OASIS TROPICAL à la bouteille.La mangue (1) : "" L'heure du ""change-mangue"" a sonné ! ""
 
 Voix homme (2) : "" Nouvel OASIS TROPICAL, ...
 (2) ... de l'eau de source et maintenant un goût encore plus fruité. """|False|38595|0.009075636975467205|0.3044625222682953|0.6596735119819641|0.01167156919836998|0.7663105726242065|0.7476999759674072|0.39322465658187866|0.8993762731552124|0.10655947774648666|0.06781037151813507|0.10113585740327835|0.020196009427309036|0.0025870578829199076|0.8921436667442322|0.5455058217048645|0.0009397938847541809
203|"Des gens un peu perchés pensent accomplir de grandes choses pendant que d'autres les trouvent un peu idiots. Mais pour FANTA, ils apparaissent comme de véritables héros.Voix homme : "" Etre un peu, ...
 ... beaucoup ...
 ... ou carrément perché.
 ... Peut-être la clé pour accomplir de grandes choses.
 ... Certains pourraient dire qu'ils sont idiots.
 ... Mais pour nous, ...
 ... c'est tout le contraire, ...
 ... ce sont de véritables champions.
 ... FANTA, sponsor officiel du fun.
 
 ... Et pour vivre encore plus de fun, découvre le code caché sous ton bouchon doré, scanne ta bouteille ...
 ... et remporte peut-être une expérience inoubliable à Disneyland Paris avec FANTA. """|False|36964|0.03483627736568451|0.937434196472168|0.9110702276229858|0.025158513337373734|0.05513501539826393|0.026811251416802406|0.07329718768596649|0.03175249695777893|0.30129215121269226|0.04340287670493126|0.0006263153627514839|0.0004402170889079571|0.018157826736569405|0.045896150171756744|0.028308669105172157|0.012535948306322098
204|"Une bouteille de jus d'orange INNOCENT est posée sur le plateau d'une balance. Onze belles oranges viennent tomber sur l'autre plateau, ce qui  équilibre le poids.Voix femme : "" Bonjour ! Pour savoir ce qu'il y a dans ce jus pressé par INNOCENT, ...
 ... il suffit de compter, une, deux, trois, sept, neuf, dix, onze.
 ... Onze belles oranges !
 ... Et rien d'autre ! Eh l'oiseau, j'ai dit rien d'autre.
 ... Le jus pressé par INNOCENT est au rayon frais, c'est évident, mais je préfère le dire. """|False|437|0.9683176875114441|0.6691940426826477|0.6859511733055115|0.03595085069537163|0.7596545219421387|0.8762127757072449|0.44942042231559753|0.8641331791877747|0.9445407390594482|0.942852795124054|0.8833236694335938|0.878848135471344|0.03399786353111267|0.8451341986656189|0.958444356918335|0.08072022348642349
205|"Malgré la pluie qui s'invite lors de leur pique-nique, des personnes profitent librement de ce bon moment et partagent avec plaisir une bouteille de FESTILLANT.Voix homme : "" Aujourd'hui, ...
 ... avec FESTILLANT, ...
 ... vous êtes libre.
 ... Libre de vous faire plaisir avec un vin ...
 ... aux fines bulles sans alcool et savoureux.
 ... Libre de partager de bons moments ...
 ... sans vous soucier du reste.
 ... Libre de profiter de ...
 ... chaque instant avec tous vos amis, ...
 ... sans contrainte.
 ... FESTILLANT sans alcool, nature ou arômatisé.
 ... FESTILLANT, vivez sans modération. """|False|29878|0.8437901139259338|0.9831194281578064|0.9577483534812927|0.7862527966499329|0.2250136137008667|0.5862288475036621|0.07316231727600098|0.5923106670379639|0.02644416131079197|0.024262795224785805|0.0005377665511332452|0.058933865278959274|0.0006484576151706278|0.6177563667297363|0.44812801480293274|0.001482582651078701
206|"CONTREX prend la parole, en mettant en scènes des personnes qui utilisent les bouteilles de CONTREX dans leur quotidien, comme haltère, pour caler des feuilles, comme coussin, comme poteau de foot, ... l'accent est également mis sur l'importance des minéraux dans l'eau.Voix homme : "" Ok ! Comme toutes les bouteilles d'eau ...
 ... CONTREX peut servir d'haltère. 
 ... Mais CONTREX, elle, vous apporte naturellement du calcium qui contribue à l'entretien de vos muscles. 
 ... Et ça toutes les eaux ne peuvent pas en faire autant ! CONTREX, goûtez l'effet minéral. """|False|37116|0.12411525100469589|0.03365134447813034|0.012406772002577782|0.00011986528261331841|0.6963160037994385|0.3328836262226105|0.04924938082695007|0.9236863255500793|0.013527218252420425|0.07516273111104965|0.9508889317512512|0.9772069454193115|0.00020540457626339048|0.8851633071899414|0.0017637374112382531|0.00011630443623289466
207|"Des jeunes de la génération Z vivent leur vie en s'assumant avec en off une femme qui les pousse à être la meilleure version d'eux-mêmes en affichant leur vraie personnalité à l'image de la footballeuse du LOSC Héloïse Mansuy.Voix femme : "" Etre libre, ...
 
 ... c'est avoir le pouvoir d'être soi-même.
 
 ... C'est vivre les vraies couleurs de la vie.
 
 
 
 
 
 ... TROPICO, révèle tes vraies couleurs. """|False|27014|0.00451879296451807|0.008978606201708317|0.026847561821341515|0.028911354020237923|0.008300164714455605|0.028260482475161552|0.020566323772072792|0.0063622696325182915|0.011214826256036758|0.0005702976486645639|0.00013418450544122607|0.0005459702806547284|0.0002760796051006764|0.0027086730115115643|0.00012388367031235248|8.096099918475375e-05
208|"Sur la plage, un jeune homme et son ami sont entourés de belles jeunes filles. Après avoir bu du Nestea, notre héros fait le jeu de la bouteille pour savoir vers qu'elle créature il se dirigera. Finalement, la bouteille s'arrête sur une vieille dame. Ils entamment alors une relation ensemble et s'occupent tous les deux en faisant autant de choses folles et agréables que le jeune homme aurait fait avec une femme beaucoup plus jeune.Voix homme : "" NESTEA, rafraîchissez-vous avec 30% de sucres et de calories en moins.
 ... Vous aussi, osez quelque chose de différent  ...
 ... sur NESTEA.FR. """|False|1206|0.01445141900330782|0.9862803816795349|0.5752867460250854|0.876862108707428|0.08101074397563934|0.23042608797550201|0.01479837391525507|0.5165008902549744|0.7637308239936829|0.022064875811338425|0.9585907459259033|0.9911757707595825|0.0026198318228125572|0.7559651136398315|0.5447266101837158|0.040587011724710464
209|"Lors d'une randonnée, le téléphone de Patrick sonne. Au bout du fil, son corps lui rappelle qu'il est déshydraté et que son propriétaire doit agir avant qu'il ne se sente mal. Il boit alors ST-YORRE pour réhydrater son corps.Le corps de Patrick (1) : "" Patrick, c'est ton corps à l'appareil !
 La femme (2) : "" C'est qui ? ""
(3) ... C'est mon corps. ""
 (1) ... J'ai trop chaud, je suis déshydraté là.
 (1) ... Ha bah voilà, ST-YORRE.
 Voix homme (4) : "" Quand il fait chaud, ...
 (4) ... il faut de l'eau et des minéraux ...
 (4) ... et ST-YORRE est naturellement riche en minéraux.
 (4) ... Avec ST-YORRE, ça va fort ! ""
(1) ... Très fort ! """|False|46595|0.03282340243458748|0.01591881737112999|0.016054915264248848|0.0035816652234643698|0.06254235655069351|0.045276302844285965|0.02985323593020439|0.058709677308797836|0.06264594197273254|0.024678397923707962|0.34436842799186707|0.3243158459663391|0.01196229550987482|0.008791684173047543|0.037151187658309937|0.001390234800055623
210|"Un barman réalise des mélanges de cocktails CARAÏBOS. Les bouteilles de jus s'animent, chantent et dansent avec le shaker.Voix homme (1) : "" CARAÏBOS twistez vos cocktails ! """|False|12073|0.0008723693317733705|0.4819508492946625|0.6826471090316772|0.0036767825949937105|0.02536710724234581|0.13134513795375824|0.10256484895944595|0.028499577194452286|0.7884409427642822|0.9348102807998657|0.0001327079371549189|0.13407959043979645|0.003115010214969516|0.24051743745803833|0.7207019329071045|0.0001037026013364084
211|"Dans le métro, une femme déguste un MAY TEA. Le temps de quelques secondes, les saveurs la transportent dans un monde parallèle, une sorte de forêt tropicale. Le ""voyage"" est de courte durée, elle ouvre les yeux et se trouve de nouveau dans le métro.Voix femme : "" Laissez-vous surprendre par le bon goût fruité de MAY TEA.
 ... Maintenant, dans des bouteilles en plastique 100 % issues du recyclage. """|False|38761|0.019791271537542343|0.08838960528373718|0.04831107333302498|0.00025438511511310935|0.8523910641670227|0.9676124453544617|0.3016136586666107|0.9410200119018555|0.9679583311080933|0.03773223236203194|0.03717653453350067|0.4053976237773895|0.004630417097359896|0.9954240322113037|0.9853119254112244|0.005694472696632147
212|"Un super héros CAPRI-SUN nous présente le nouveau sirop CAPRI-SUN multivitaminé qui transforme l'eau en un CAPRI-SUN frais et vitaminé.Le Capri-Sun (1) : "" C'est nouveau !
 (1) ... Le sirop CAPRI-SUN multivitamines !
 (1) ... Maintenant disponible !
 (1) ... C'est trop fun !
 (1) ... J'en veux...
 (1) ... Aaaah...
 Voix homme (2) : "" L'eau se transforme  en CAPRI-SUN, frais et vitaminé !
 (1) ... Ta daaaa ! Ah ah !
 (2) ... Nouveau ! Sirop CAPRI-SUN, riche en vitamines. "" 
(1) ... Ah ah ! """|False|45344|0.0036675326991826296|0.7710729241371155|0.7753183245658875|0.036228884011507034|0.21326211094856262|0.24600012600421906|0.052911318838596344|0.2619802951812744|0.9177344441413879|0.06057765334844589|0.9294960498809814|0.9023032188415527|0.0038298231083899736|0.5717148780822754|0.8319929838180542|0.006013958249241114
213|"Dans un décor de maison contemporaine, un coach nous conseille des gestes simples pour bien dormir et vante les propriétés de l'eau gazeuse ROZANA.Voix homme (1) : ""Bien dormir avec ROZANA.
 Laurent Petit (2) : "" Stretching et hydratation, sont la solution.
 (2) ... Le soir, étirez-vous bien, pieds flexes, ventre rentré.
 (2) ... Pas d'excitant, dîner léger.
 (2) ... Et surtout, buvez ROZANA chaque heure jusqu'au coucher.
 (2) ... ROZANA est naturellement gazeuse.
 (2) ... Elle contient du magnésium et le magnésium contribue à réduire la fatigue.
 (2) ... Mon magnésium, c'est ROZANA. """|False|30813|0.906581461429596|0.0015450819628313184|0.002947089960798621|0.00022711003839503974|0.7971662878990173|0.3296826481819153|0.03102799691259861|0.7666900753974915|0.0018847989849746227|0.6347954273223877|0.0015750122256577015|0.9937891960144043|0.00010474949522176757|0.0003030108055099845|0.0002580578438937664|7.27962760720402e-05
214|"Sur un fond rose, un citron et une moitié de pamplemousse s'émoustillent dans une eau pétillante pour former la boisson BULLES DE FRUITS de BADOIT.Voix femme : "" Découvrez BULLES DE FRUITS par BADOIT. Des fruits qui pétillent de joie ! """|False|26362|0.19559314846992493|0.6043399572372437|0.8069088459014893|0.44987601041793823|0.5678402781486511|0.4928863048553467|0.20296546816825867|0.9149588942527771|0.09956047683954239|0.045094069093465805|0.039768874645233154|0.16419942677021027|0.0006467904895544052|0.906363308429718|0.8829513788223267|0.0013272693613544106
215|"Deux copines sont installées sur des matelas gonflables dans une piscine, une citronnade à la main. Quand l'une d'elles y goûte, elle félicite son amie qui se vante de ne pas l'avoir faite.La femme (1) : "" Hum, super bonne ta citronnade !
 La femme (2) : "" Merci, c'est moi qui l'ai pas faite.
 (1) ... Ah bon ? Mais tu l'as pas faite comment ?
 (2) ... Bah j'ai pas pressé de citron, ...
 (2) ... j'ai pas mis l'eau de source, ...
 (2) ... et j'ai pas mis le sucre non plus.
 (1) ... Non mais t'as dû te lever hyper pas tôt ! ""
 (2) ... T'inquiète ! ""
 Voix homme (3) : "" Des citrons déjà pressés pour vous, ...
 (3) ... de l'eau de source, ...
 (3) ... et une pointe de sucre. PULCO CITRONNADE, bienfait pour vous. """|False|10487|0.023246832191944122|0.8261615633964539|0.10385804623365402|0.02986421249806881|0.03386303782463074|0.04644989222288132|0.02128373086452484|0.11502019315958023|0.03801990672945976|0.028862453997135162|0.012109934352338314|0.03204783797264099|0.006215176545083523|0.3197660744190216|0.4604092836380005|0.011276292614638805
216|"Lors d'une pyjama-party, des enfants s'apprêtant à partager du KIDIBUL voient apparaître la mascotte de la marque. Trinquant avec elle, ils se retrouvent déguisés en petits sorciers et pointent alors tous leur baguette vers un grand chaudron en ébullition.Voix mixtes (1) : "" KIDIBUL !
 
 
 
 
 
 
 Voix garçon (2) : "" KIDIBUL, des bulles qui nous éclatent ! ""
(1) ... KIDIBUL ! """|False|19485|0.02535628341138363|0.9579471349716187|0.9616222381591797|0.836600661277771|0.05395377054810524|0.08079571276903152|0.34839656949043274|0.02740258350968361|0.23076550662517548|0.07032468169927597|0.006797304376959801|0.017036672681570053|0.008276723325252533|0.056692175567150116|0.07317307591438293|0.024491772055625916
217|"Dans un décor de maison contemporaine aux grandes baies vitrées, un coach nous conseille des gestes simples pour éliminer le stress et vante les propriétés de l'eau gazeuse ROZANA.Voix homme : "" Evitez le stress avec ROZANA.
 ... la respiration abdominale c'est essentiel.
 ... Plusieurs fois par jour, inspiré en gonflant le ventre, puis expiré 5 à 7 secondes ...
 ... 3 fois de suite.
 ... Et surtout hydratez vous chaque heure avec ROZANA. 
 ... ROZANA est naturellement gazeuse.
 ... Elle contient du magnésium et le magnésium contribue à réduire la fatigue.
 ... Mon magnésium, c'est ROZANA. """|False|25184|0.8744003176689148|0.0007725001196376979|0.0012319865636527538|8.531587081961334e-05|0.354609876871109|0.13244664669036865|0.03078397922217846|0.7961785793304443|0.0035601856652647257|0.6783202290534973|0.07532457262277603|0.9913129210472107|0.0003051650710403919|0.00012387463357299566|0.00013645544822793454|6.653662421740592e-05
